"Position","Job Title","Company","Location","Salary","Short Description","Posted At","Job link"
163,"Senior Data Scientist","Absolute Business Solutions Corp","Hybrid work",,"Experience with data science techniques, classical machine learning, and deep learning for anomaly detection.
Lead exploration of data sources that are relevant…",,"https://www.indeed.com/rc/clk?jk=4ff40d5bedab5592&bb=6Sx346lsXZetB7jcXr6_JIBDSiglBDadiXmsyabHJJUULC4J2fO7tEdF2RXaq6Y9OC-oeE3SEci7nTsNIGZX9trk5GKN78jhBtOUz-ju6r8Hzz-_DyL67yFC-PcyJy5j&xkcb=SoA467M39QgATKTdW50KbzkdCdPP&fccid=38629d05bffbd4ae&vjs=3"
164,"Data Scientist - Marketing Mix Models","Verizon","Hybrid work in New York, NY","$137,000 - $255,000 a year","We use data and advanced econometric / statistics and machine learning methods as the fuel to propel us beyond our competition.
Master’s degree or Ph.D.",,"https://www.indeed.com/rc/clk?jk=f258328681491073&bb=6Sx346lsXZetB7jcXr6_JNIY-J8NEhfY5tbDFpzG96SKpxys6u1UeX6_g_JgmxCXqX-H08AKooVve7kD8YENiTPrMDtjI0fGpRxHwnY8DKlbooFt3f5quw%3D%3D&xkcb=SoCl67M39QgATKTdW50JbzkdCdPP&fccid=f7029f63fe5c906e&vjs=3"
165,"Senior Data Scientist","Mastercard","O'Fallon, MO 63368","$115,000 - $184,000 a year","Extensive expertise in statistical modeling, machine learning algorithms, and predictive analytics.
Demonstrated history of successfully delivering high-quality…",,"https://www.indeed.com/rc/clk?jk=a362f8d338b5efc7&bb=6Sx346lsXZetB7jcXr6_JM6ua-eiOXAJf0z8V-axADrBuAQoLAvXIcQrwvCzP3C6U9kyBnJ6wbejz7AZGiSwVH5SaU9-khWZxdcPhWYciIq_fM8nOAlB0g%3D%3D&xkcb=SoAR67M39QgATKTdW50IbzkdCdPP&fccid=10b5c722d846df43&vjs=3"
166,"Machine Learning Scientist","Best Buy","Minneapolis, MN 55423","$102,100 - $182,900 a year","Strong machine learning and algorithmic background with a deep understanding of at least one of the following areas: supervised and unsupervised learning…",,"https://www.indeed.com/rc/clk?jk=6821f3d6883caa56&bb=_yTbh8DWgfx5PSEBKLMc5Rwc_db57cIQShCYG_0pVDhpt9pegNeN1jjKdXXijQAM98Fim975rAwg9XDgW9X6zo_jeXnCr0bp7hc_BCcUQgSWR6Uy2pSLow%3D%3D&xkcb=SoD867M39Qgf1uSinR0LbzkdCdPP&fccid=027d7cca25a5d14f&vjs=3"
167,"IT Data Scientist","Costco Wholesale","Seattle, WA 98134 
(Industrial District area)",,"This Data Scientist will be responsible for identifying insights from data through machine learning, deep learning, and AI to augment decision making by the…",,"https://www.indeed.com/rc/clk?jk=62211e91cc70ab03&bb=_yTbh8DWgfx5PSEBKLMc5QfRt0ZNWwm1OrZt8s-_M72RuAySzaw3QKZ5Eupj9Zx2heG0WW6pAmU1xaci8qPa3zXtomQlWUapLsMkcAAkgSS-B4ggb9ouwQ%3D%3D&xkcb=SoBI67M39Qgf1uSinR0KbzkdCdPP&fccid=9b77e2b0ccfb3838&vjs=3"
168,"Data Science Team Manager","Arch Systems, LLC","Remote","$120,000 - $150,000 a year","As the Tech PM, you will be responsible for providing technical leadership and expertise to ensure the timely and high-quality delivery of data and analytics…",,"https://www.indeed.com/rc/clk?jk=e7fced2c1a87f596&bb=_yTbh8DWgfx5PSEBKLMc5YwBuLPjNMALuU_f3Q3xxEcgxrk8kVBgmwPwS9DIMusRuiApi5lSVOzouEKNUtlIW3uBf0OPQlCuCRkaJ19dtv1gFjOpUs8yJRobml4Hik02&xkcb=SoDV67M39Qgf1uSinR0JbzkdCdPP&fccid=894e1a349d031ee7&cmp=Arch-Systems%2C-LLC&ti=Data+Science+Manager&vjs=3"
169,"Sr. DATA SCIENTIST","Intone Networks","San Francisco Bay Area, CA",,"Title: Sr. DATA SCIENTIST Location: Preferred Location: Minneapolis, Chicago, Seattle, or Bay…",,"https://www.indeed.com/rc/clk?jk=be575d334ebcb357&bb=_yTbh8DWgfx5PSEBKLMc5UOLv08UNztFisorSx47JfuTwAaEkyGblkazCn2MfcHspL40tuB3ZIrpulWVhIVBO9zVwcQ7BF44QqCW9GNTgWYh7FPjsqBaX29PN6YgM9ga&xkcb=SoBh67M39Qgf1uSinR0IbzkdCdPP&fccid=3ed0572c448b2368&vjs=3"
170,"Junior Data Scientist","Logistics Management Institute","Washington, DC",,"Preferred experience with data science methods related to data architecture, data munging, data and feature engineering, and predictive analytics; additional…",,"https://www.indeed.com/rc/clk?jk=cde62cbd285b87d0&bb=_yTbh8DWgfx5PSEBKLMc5fNJdpUpqs5Q9vsDnQiEhTH8OMAMuNjiOdWS_TUwp1Jp9jvUE8FQNz2m0NrGBUQuVlPYCkk6vPE9VuNIEh5esLynLky7PDiBD3NR1QZxC5Sq&xkcb=SoDv67M39Qgf1uSinR0PbzkdCdPP&fccid=12626f295bf6a003&vjs=3"
171,"Statistical Programmer","Katalyst Healthcares & Life Sciences Inc","Trumbull, CT 06611",,"Proficient of SAS programming in a regulated clinical research environment.
They need to be comfortable working as a strong independent contributor who is…",,"https://www.indeed.com/rc/clk?jk=cd7399b42324264a&bb=_yTbh8DWgfx5PSEBKLMc5X4aloalWGLDCQOwTCS1kzj4Zl_0wRk9uR91RwT-Wrc_IxgH_aEs1bAx3L-UXe_GSIqnKnD9cFwZvMkngAmeyuVeaHdec8THrOubyC9sqIEX&xkcb=SoBb67M39Qgf1uSinR0ObzkdCdPP&fccid=dc5c61edeb46c5c7&cmp=Katalyst-Healthcares-%2526-Life-Sciences-Inc&ti=Programmer&vjs=3"
172,"Senior Data Scientist","American Dream Auto Protect","Edison, NJ 08837",,"Data Analysis: Conduct comprehensive data analysis to identify trends, patterns, and actionable insights aligned with strategic objectives.",,"https://www.indeed.com/rc/clk?jk=ea95153fa9350a6d&bb=_yTbh8DWgfx5PSEBKLMc5WNF6Cp57ThcytVdIPhs2rXs-REFA_XbFhsl4xia7YKPeQKf3c35omlwvVF1Jyx9m4flx5uw9RqbO1g23qXa82PZ3hk0VPQUHx4i7B6Fu8aT&xkcb=SoDG67M39Qgf1uSinR0NbzkdCdPP&fccid=674d530a3e98f981&vjs=3"
173,"Multi-Modal Computer Vision Data Scientist","Aicadium","Hybrid work in San Diego, CA 92130","$120,000 - $135,000 a year","Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Apply your expertise including working with images, 3D data, video, VR…","Employer
Active 3 days ago","https://www.indeed.com/rc/clk?jk=5d852fdc5fbd9a48&bb=_yTbh8DWgfx5PSEBKLMc5eF-j2eIj_9Wxkacy6kV_DPd41SbEQCV4oxrwghpvhXeoakQnDTk_LWl_GsrdZlnclqT2bcfmXdaOy3NDH5cYvmbtxdpPbGElLWcDoKjpP4j&xkcb=SoBy67M39Qgf1uSinR0MbzkdCdPP&fccid=be792793a15e9bf4&vjs=3"
174,"Data Scientist","Peraton","Doral, FL","$135,000 - $216,000 a year","Experience employing data-analytic methodologies and data science modeling, data engineering, algorithms, and other techniques and tools to identify trends,…",,"https://www.indeed.com/rc/clk?jk=8ac7b7215dc62828&bb=_yTbh8DWgfx5PSEBKLMc5ZZrHD05dWLA9vZ6-lLovbIjVCW0SelfUgPdS94sBOzOxUH-Z9xm9I1E8gSVIQ2rXGtLLbV6HCKUkSLHqv5mZihldD1dX_rvd4HhGjYHa4z5KurMVQtWDmM%3D&xkcb=SoCb67M39Qgf1uSinR0DbzkdCdPP&fccid=7dc8be9efe945d3a&vjs=3"
175,"Senior Data Scientist I","AbbVie","North Chicago, IL 60064",,"Utilize knowledge of statistical and machine learning methods, with expertise in modeling and business analytics.","Employer
Active 10 days ago","https://www.indeed.com/rc/clk?jk=ecc4a41e2564f907&bb=_yTbh8DWgfx5PSEBKLMc5dYETo27wHCgOWdJxldhIcmKUkuvZ4dNQXNZX_gVqtOxBYq3dK4pobLnquMIcIik4FpqcdO2s4F7nas8oM0mBob7W0KSEoka9aqvxWjXbb7W&xkcb=SoAv67M39Qgf1uSinR0CbzkdCdPP&fccid=a3b51ece17c02aae&vjs=3"
176,"Staff Data Scientist","Adobe","San Jose, CA 95110 
(Downtown area)","$140,200 - $267,600 a year","You will also work with data engineers to automate data pipelines to and scale experimentation and user analytics.",,"https://www.indeed.com/rc/clk?jk=66530d1980eae494&bb=_yTbh8DWgfx5PSEBKLMc5dAP9KGb04lpBnFKrWlOd8f5kEdVhV_sN_eWPCmpNt-23n5FnjLK-glnrONcflWfijJBnVZ9usHgvrHGWGIWlfDmc1VjZkxT5g%3D%3D&xkcb=SoCy67M39Qgf1uSinR0BbzkdCdPP&fccid=f89deb5a97c7738a&vjs=3"
177,"Senior Data Scientist I","FIS Global","Seattle, WA","$115,590 - $194,310 a year","Develop and implement machine learning (ML) models to extract insights from data.
Proven experience applying machine learning and statistical modeling…",,"https://www.indeed.com/rc/clk?jk=7656868ba4466a57&bb=_yTbh8DWgfx5PSEBKLMc5a2C_OY7qSOyInZialsT4BJrbfrJYojNcexNr7h6i1ldwRYNiTISEL7rX2M7SuhquwnqAKc4kRg55DU8PIBtKqv6YhJzoOlYn9RFA6P0GCvi0vmHwiHfdr8%3D&xkcb=SoAG67M39Qgf1uSinR0AbzkdCdPP&fccid=74e36d81c894b4b7&vjs=3"
178,"Senior Applied Data Scientist","dunnhumby","Bentonville, AR",,"Degree in a relevant subject.
Programming skills (Hadoop, Spark, SQL, Python).",,"https://www.indeed.com/rc/clk?jk=d89dbb9e4c968a1b&bb=_yTbh8DWgfx5PSEBKLMc5XX_L0sRDckXTL0hZHqJAeu_vpkMHlJ07Ru8V2NgwXAAYzsiec-bwg73C7ptEIP-KfxaJrkPTPAiYBuTyVr3K8WuUjYe55fVmQ%3D%3D&xkcb=SoCI67M39Qgf1uSinR0HbzkdCdPP&fccid=36801496409e6dc9&vjs=3"
179,"Data Scientist","Spalding Consulting, Inc.","Havelock, NC",,"Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured…",,"https://www.indeed.com/rc/clk?jk=34e005c77c7c238a&bb=_yTbh8DWgfx5PSEBKLMc5SkEAy308Sce3TlAyQr_DwPPKq5gDxV7s-4IJT8u1Cu6FKWy-P2hGM6BJ7aHRNeOZGs5DppCT8k-rKK1VY5XbbqQ6UuejYuhHKO5RtNnzHVB&xkcb=SoA867M39Qgf1uSinR0GbzkdCdPP&fccid=562ad1eda1480227&vjs=3"
180,"Senior Data Scientist","Finfare Inc.","Hybrid work in Irvine, CA 92618",,"Data Transformation: Manipulate and transform data to prepare it for machine learning and analysis, maintaining data quality and consistency.",,"https://www.indeed.com/rc/clk?jk=5a25ff1723fb3f3b&bb=_yTbh8DWgfx5PSEBKLMc5S3VcAteG8xki-HG3MfqKdfgDXASHROSDub1X2MJuHNLiHfNXnQopkqVftJrimSckzLUjE3MrfYQqavAmQfsn_TZHi_L10OqVrJKTrd0vEic&xkcb=SoCh67M39Qgf1uSinR0FbzkdCdPP&fccid=0243b5fe2f5d1e77&vjs=3"
181,"Senior Applied Data Scientist","dunnhumby","Bentonville, AR",,"Degree in a relevant subject.
Programming skills (Hadoop, Spark, SQL, Python).",,"https://www.indeed.com/rc/clk?jk=d89dbb9e4c968a1b&bb=mgycfPK9_NGSFxIddebKuh2bIN8AwTlJ_3vnHGk3FQ7HRIy62rVQ068g8y1JOCwcc7zTmx43YxEi8t-W8xCVoMaDRt5ny_XY6sOW3MYcsIZAVnbhKI1KjA%3D%3D&xkcb=SoD067M39QgfgIQ2050LbzkdCdPP&fccid=36801496409e6dc9&vjs=3"
182,"Data Scientist","Spalding Consulting, Inc.","Havelock, NC",,"Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured…",,"https://www.indeed.com/rc/clk?jk=34e005c77c7c238a&bb=mgycfPK9_NGSFxIddebKur0_9EYhCod31hvYiLbNDp4cR-o3dlOdtptb_TuRPcZcR_swopMXoOkA6EsrTdTxvz9ziyAWviIEG6PFYwesfyYKdlionWBORD4hQW7f_UJT&xkcb=SoBA67M39QgfgIQ2050KbzkdCdPP&fccid=562ad1eda1480227&vjs=3"
183,"Senior Data Scientist","Finfare Inc.","Hybrid work in Irvine, CA 92618",,"Data Transformation: Manipulate and transform data to prepare it for machine learning and analysis, maintaining data quality and consistency.",,"https://www.indeed.com/rc/clk?jk=5a25ff1723fb3f3b&bb=mgycfPK9_NGSFxIddebKui7t0Ma3czaQhw9SDoM_JmVBVVjn1mvsn45eK5WBz5y7ha8wZM8atx7zUE2kKWgF83mZtJMAQSqrAiTivzS-ZEYztwSlohJI_zP03GuGFPu5&xkcb=SoDd67M39QgfgIQ2050JbzkdCdPP&fccid=0243b5fe2f5d1e77&vjs=3"
184,"Data Scientist","Associated Bank","Milwaukee, WI",,"The Data Scientist works with a team of data scientists, business intelligence analysts, and data engineers contributing independently to solve business…",,"https://www.indeed.com/rc/clk?jk=e00944b80794b058&bb=mgycfPK9_NGSFxIddebKug9AEWQ1h4_zFw_II01onedQPA5h5fwBQ8wgECLJGEOcN3agcC3oWLVmuty5V0F20MT7u8fdtIKFemPID51BUrmab42rHfk1OA%3D%3D&xkcb=SoBp67M39QgfgIQ2050IbzkdCdPP&fccid=c0386215ca040126&vjs=3"
185,"Senior Data Scientist","CEDENT","Deerfield, IL",,"Responsible for applying highly complex advanced data analysis tools and techniques to provide insights and actionable recommendations for the business.",,"https://www.indeed.com/rc/clk?jk=449a488cb68f302d&bb=mgycfPK9_NGSFxIddebKuqHmytmLmuHdT-eY_zeGW72ldbPrHbipzNZQE_n88L_nDknnfChLMJyNyNf3_-MeNQbK0oy1FC4GPhQPJ6dK0-77b01_Oz1F-ha2b1vO4G7q&xkcb=SoDn67M39QgfgIQ2050PbzkdCdPP&fccid=2ecf4575019bf07a&vjs=3"
186,"Data Scientist - ITS","State of Idaho","Boise, ID","$37 an hour","Data analytics and data management.
Experience in data analytics and statistics using Python and/or R modules.
Data architecture and governance theories.",,"https://www.indeed.com/rc/clk?jk=f0e16831e412bbd5&bb=mgycfPK9_NGSFxIddebKuiJCt7Fsqd5yRlES6nZtRyTjQNPhKIsaaNILf_0zj7qMDajnXVmWiHROQBA0_-uJWYdWY5G8LuiyHOokWZlByaU7HPAhMU9a3TD6Eq3V7O9O&xkcb=SoBT67M39QgfgIQ2050ObzkdCdPP&fccid=201e4b212254a98f&vjs=3"
187,"Sr Data Scientist","Dexcom","San Diego, CA 
(Sorrento Valley area)","$111,100 - $185,100 a year","The commercial analytics team collaborates with various design teams, including firmware, hardware, algorithm, sensor/membrane, and mechanical engineers to…",,"https://www.indeed.com/rc/clk?jk=fda34d33a877d24a&bb=mgycfPK9_NGSFxIddebKut1Hhm7HezB9f01rTnlgG9ZcoecYI6Mf6OlN6i8tiTNfFlBDNLdT0VUW5cRvgib7u7K3vChl3bsJ4rhNhqoX5qj2zivw2WzlWNrQK6pwLFxV&xkcb=SoDO67M39QgfgIQ2050NbzkdCdPP&fccid=57e4f1a84f2d849b&vjs=3"
188,"Data Scientist - Full Scope Poly","Momentum","Hybrid work in Tysons Corner, VA","$150,000 - $210,000 a year","The Data Scientist will work directly with data scientists, software engineers, and subject matter experts in the definition of new analytics capabilities able…",,"https://www.indeed.com/rc/clk?jk=0b836d25ff4ea758&bb=mgycfPK9_NGSFxIddebKusXW6WrTn3guS1rJ5qwrAQxdcpMxVXvApHhFBa0ryZS7mE6A1d17ctC0Lb7PhVvYHVKNww8xaQfJ8zrF0CVzqVzNefGxr9L6cg%3D%3D&xkcb=SoB667M39QgfgIQ2050MbzkdCdPP&fccid=53b217ceadb8368f&vjs=3"
189,"Data Scientist","Boston Children's Hospital","Hybrid work in Boston, MA 02115",,"This Data Scientist models complex scientific clinical data, discovering business/clinical/health insights and identifying opportunities through the use of…",,"https://www.indeed.com/rc/clk?jk=19343263fb836cdb&bb=mgycfPK9_NGSFxIddebKuqcoGNTI2efbebfnT83JWGLx8DtL1WLI0bCoUFBkJclQCY_joBgIBK8lmPCGC5T5EHg2X35pl834HBxRCsrh78jlpgCQY-ga6A%3D%3D&xkcb=SoCT67M39QgfgIQ2050DbzkdCdPP&fccid=847fa4d5cb464f5a&vjs=3"
190,"Database/Data Scientist","Goldbelt, Inc.","Fort Detrick, MD","$116,250 - $155,000 a year","Gleans new insights from “big data,” applying data cleansing, machine learning, and cognitive automation as needed.",,"https://www.indeed.com/rc/clk?jk=70c6a311a1d2bdf2&bb=mgycfPK9_NGSFxIddebKuoofSPV-S1ND1ymp1gmPtw-dk-_ToWLin10XWo_mn-ck-B-bFqLYsmFcBh5S8JwvXx0mg3Ldak892vYZqnRsicxRuTMJ8SEG5Niq-9DhD7Pp&xkcb=SoAn67M39QgfgIQ2050CbzkdCdPP&fccid=f7f5ab591aa9143d&vjs=3"
191,"Distinguished AI Engineer","Acadia Healthcare","Franklin, TN 37067 
(McEwen area)",,"Deep understanding of data structures, algorithms, and software engineering principles, along with experience in data mining, data wrangling, and data…",,"https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ckete7Q8aG7c1D1bunFL372sD8epYr7tY5aU3iL6FQ1UV1GshXybm6ayLKXgAnPSj0CpW9VX1CmXz5Ly6-PKgbbQDu-ay6ratJJCkyfOFM4Hlw54Fp7QjyFFvofhjwKjNrIZ8vCKuCpXsy_cY65cxEJfA7-ueESrD_qrDMoZCheZYqpE0h_vMv-4YsRCcVsD-eD0eXW-qPXl7ggGXYi_ifJzdaxYbgXeVOcppaPzgZJGxcruvjnOUybQmJfhvKVcWw2QoUnQFNTBAvdkv5YBDbKoy5fSqx8DKAmqg2pPrzJHofN_dLM3UJZfqYi7LtBmoNGAWTcEE4LkmWX1SvejlaM-9qBfG7caDiqEBaeviWNP6_jKHoru20QHtCq0slMM0Q35uZ0rxk30UNZkYl25GHgDZsjUzUPkDY3pMKzAPNWOxtK9ngwf1TWswJx02HqFeC_jsqJNlD7TSLC0R-Zd_yxtAtTxMLVnAZq39gcX7AJa31xolgsulj9y8iXAv9hkcJlI7AXrFfit7jOksfOwpZ7-lL6mDA2EuSEcFNNZURUwtQzSVT50G7An-K4RgTyzv1kP410tKnuzh-zU1Eouk8sFn8QrarVWge32Zh9u-k9MhIO7msqPpBZyL6aqFjTmahUWe7dn11ShOX8kY8q1cIgNlkazPbrxhD7oGfTmMevSZr6fBFyheAZKMouabqvsTIz1T9SmDeTPacjJe6_GkaV0cvVnC59fSEdZaGLoTNJwz0l9T0u8ORZXKFLNizpdRt3f9_bQxVWwnbO_SxUDIB0XrIjk-XE4G6TtNZp6XZ_9fsuxTS3nmvU05m1UfGOFflpCIXLzIOe8WMwbqx3LvZxkbTo4on5hWFCn_6eZPBGX48wxGoL-FkxefS_oB-Jh6-fi8MnwKSYpuA_wn-8Cwz&xkcb=SoBO6_M39QgfgIQ2050BbzkdCdPP&camk=CPChkbYSGj-8UgVmV5OYaQ==&p=10&fvj=0&vjs=3"
192,"Data Scientist","SRS Distribution - McKinney","McKinney, TX 75070","$84,700 - $112,200 a year","Drive novel insights from large and complex data sets by developing and applying cutting-edge data wrangling and analytics capabilities.",,"https://www.indeed.com/rc/clk?jk=f77e0aa534aab868&bb=mgycfPK9_NGSFxIddebKuqcoGNTI2efbanhBQleWhTgdJA-QTbY_lA7Pa0eGBd1NVvCqUnoQCVrNM7ASHnX96oTFQ8DWunbioEwbjDFVH7wwep4sbCvLP0a3PmdlKpfy&xkcb=SoAO67M39QgfgIQ2050AbzkdCdPP&fccid=44a2b29da094d04b&vjs=3"
193,"Data Scientist for Enrollment Management","California Institute of Technology","Pasadena, CA 91125 
(Pasadena area)",,"Design and conduct complex data analyses using student application data, demographic information, financial aid data, student success data, and other relevant…",,"https://www.indeed.com/rc/clk?jk=d623d7bfa7c8ad63&bb=mgycfPK9_NGSFxIddebKusJyzaOevSxQnYmQfkuX7nu9rV4I4Ngt6hLax74xybtiqcP6df9aPcBRLbRAnnAO3HqO6CORZp_v3IVhek72-bRxYfLtjnWOeQ%3D%3D&xkcb=SoCA67M39QgfgIQ2050HbzkdCdPP&fccid=3f13ab783077a3af&vjs=3"
194,"Data Scientist - Credit Risk","Associated Bank","Wisconsin",,"Retirement savings including both 401(k) and Pension plans.
Fully complies with all applicable enterprise policies and procedures.",,"https://www.indeed.com/rc/clk?jk=10657d1693bae301&bb=mgycfPK9_NGSFxIddebKum43gNmNJwHC-XnQxH40sjfb2o5syatounQj8uPDY2y9Fv4Q3YWzASF6t0VGZ2CreT17LytE0DL91VFyNXtRvoopJa07mb4zEw%3D%3D&xkcb=SoA067M39QgfgIQ2050GbzkdCdPP&fccid=c0386215ca040126&vjs=3"
195,"Senior Data Scientist","Xilis, Inc.","Durham, NC",,"You will help lead the design and implementation of pipelines and classification algorithms that combine and harness diverse data sources in order to extract…",,"https://www.indeed.com/rc/clk?jk=b6f9af7e6f3c2956&bb=mgycfPK9_NGSFxIddebKuss_tffyYem6zlzL88SD0164wrtPKA2QOrk5bGS0j4YQZE8kU5ZmXTZxltUtAW8W14zYjENhAE3JMNCn7EXJIwopQsDJf4VWHhHiWeNYvsIx&xkcb=SoCp67M39QgfgIQ2050FbzkdCdPP&fccid=0043ae875cc9c558&vjs=3"
196,"Sr. Manager, Data Scientist","McKesson","Remote in Irving, TX 75039",,"Demonstrated ability to tackle problems across the full data stack, from data wrangling (leveraging SQL or other methodologies) to stakeholder consumption at…",,"https://www.indeed.com/rc/clk?jk=844413413812693a&bb=KqSJtRSPTb1Ty_V1DGpRWmhjqqYX7fLAqdJ-FXRuZXgAMOtxKHNA4N0GMFnG_lLHoOwzVgwraiMpcKg8vhotXsmqUFSlVGf9YXDKOpzTIWY3ANVAGNeGEw%3D%3D&xkcb=SoCj67M39QgfdlQ2250LbzkdCdPP&fccid=a7c5036618407010&vjs=3"
197,"Senior Data Scientist (New York)","The Voleon Group","Hybrid work in New York, NY",,"This policy is part of Voleon’s ongoing efforts to ensure our employees' and community's safety and well-being, and to support public health efforts.",,"https://www.indeed.com/rc/clk?jk=a76b33c6fed55801&bb=KqSJtRSPTb1Ty_V1DGpRWlt61FPvYrrBCmUsqBw4IkmWzY0lJ_PVPED-WPvBgIyXnjsVrbzFxsqIKy_6lBvpvGvjNhX8k71W9R_N9bsQBSn87G0EucY8jJRjO9BtRthj&xkcb=SoAX67M39QgfdlQ2250KbzkdCdPP&fccid=e04b4ada5efedab6&vjs=3"
198,"Contract Data Scientist","Sarepta Therapeutics","Remote in Cambridge, MA",,"Ability to effectively communicate and work with a multidisciplinary team including chemists, biologists, geneticists, data scientists, and clinical scientists,…",,"https://www.indeed.com/rc/clk?jk=21ed00a315415445&bb=KqSJtRSPTb1Ty_V1DGpRWtB8D8Jaau4kHOWLTV7FtaDRoiqOObB5UFK9X2WT6b2fqUDuYVjc8pXpWq0hLmQHuftmgsOENF0Pz4jNWwNpo0XyWUt4CK27pNdWKwM7bnsL&xkcb=SoCK67M39QgfdlQ2250JbzkdCdPP&fccid=34683f542edec3be&vjs=3"
199,"Statistical Programmer ONSITE","Maxis Clinical Sciences","Jacksonville, FL 32256 
(Deerwood area)","$105,000 - $110,000 a year","Provide statistical programming support for clinical trial data reporting under the general guidance of a biostatistician.","Employer
Active 3 days ago","https://www.indeed.com/rc/clk?jk=4a01247d4798657b&bb=KqSJtRSPTb1Ty_V1DGpRWgAADkZ5EqW3t2IuNCajNZ8LcshbWQHLnsaAI2KR2hfARGSx6Eeu7Ke8G-SuHboxE2Ft7qRw50rAxCcPNxr2hYZ4MKIsAyGRVT4DHUn1gFf-&xkcb=SoA-67M39QgfdlQ2250IbzkdCdPP&fccid=1a7517c5fc97a186&cmp=Maxis-Clinical-Sciences&ti=Programmer&vjs=3"
200,"Data Scientist","Booz Allen","Arlington, VA","$96,600 - $220,000 a year","We are a cross-functional team of data scientists, data engineers, modelers, and web developers who analyze elegant solutions to complex data problems.",,"https://www.indeed.com/rc/clk?jk=e9d6f6da84277a40&bb=KqSJtRSPTb1Ty_V1DGpRWr1ctF-e6WA8sclg6m7gC8Kywyjwtod4X7FiFjgU06XtNXW5q13_sGFYUJNOL_mr96XCMwhzmbVFOR-V1U-D9AsOICUR7gDWw-Lhfymyz9lM&xkcb=SoCw67M39QgfdlQ2250PbzkdCdPP&fccid=4e041af1d0af1bc8&vjs=3"
